author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Lisa Ravlija,/gp/profile/amzn1.account.AE4WZNFLENK65GZMUIE6ZE6HMW7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,1.0 out of 5 stars,"This new version is what’s SORRY. they changed all the rules and everyone gets to go everyone. No more actual competition in this game of chance. So sad,so sorry. I want the original game back. This is just as bent and twisted like all the New Democratic rules to let everyone feel like they ‘won’ where’s the competition??? I’m surprised this version didn’t come with a participation trophy for everyone as well.",Not the original game. Rules bent to let everyone feel good. So sad.,Style: classicVerified Purchase,8 people found this helpful,1632923,17,29,Public
TDDM,/gp/profile/amzn1.account.AF72CZD37E64KET2RB423HZPR45Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2018",1,1,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,1.0 out of 5 stars,"Just opened the game to find a missing blue, red and green piece.",Missing pieces,Style: classicVerified Purchase,11 people found this helpful,898719,88,46,Public
MamaBear,/gp/profile/amzn1.account.AGDOC3CEWKHK24BVUB4LZSI2VGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,1.0 out of 5 stars,"This is NOT like the original SORRY! game.  I would NOT purchase if you’re looking for the original.  This game only has 3 pawns per color, the rules are different (you can leave start on any number..) it’s just a cheap version and nothing indicates that it would be this way. Spend the extra $$ and buy the real game.",NOT the original SORRY!,Style: classicVerified Purchase,6 people found this helpful,2305150,76,50,Public
Sgt Momma,/gp/profile/amzn1.account.AERXJHVY3KLHZIBVNM6KXONPJDAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,"I got this as a BD gift for my daughter in law during the shelter in place order. I wanted something my granddaughter could also play with the family. No gift wrapping or note, but hey, Amazon is hard hit to get us our orders. A big thank you to Liz for the included note. Wishing you, your family and co-workers best of luck as we ride this pandemic wave. Be safe, keep washing your hands and donning a mask!",Thank you Liz!😎,Style: classicVerified Purchase,3 people found this helpful,78965783,30,67,Public
JV,/gp/profile/amzn1.account.AH4CGVN3TODYQLMJNF3F2YYDK6CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,4.0 out of 5 stars,Haven't played this since I was a kid.  Now my 6 year old MAKES me play! hehe.  She learned basic moving with 'Chutes and Ladders' so I moved up to this.  She's learning how to juggle three pawns and learning strategy.  This is a great step before we move onto tougher games.,This is a great step before we move onto tougher games,Style: classicVerified Purchase,7 people found this helpful,340488,158,71,Public
Davide,/gp/profile/amzn1.account.AH73YU3UD52KPECEPGLDYUGISU3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,"This has been our introduction to games for our son and it capture the entire family. Right number of rules, easy to understand and remember (they are written on the card). Up to 4 players, but also great if you play in two players. quality of the material is good, even if we are playing on this frequently, the cards and the board are still in good shape. It's not only for kids, believe me: I have tried to find some strategies that works well to win the game, so it's for all level of players.",Impressive game for entry level gamers (AND not only for them!),Style: classicVerified Purchase,2 people found this helpful,5945782,448,67,Public
amberw88,/gp/profile/amzn1.account.AFYIFOF47Z3HBXFD3F5QVODFLH6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,2.0 out of 5 stars,"Im an frustrated. I bought this game, for $5, thinking its a good cheap game. Who doesnt love sorry?! But it is the dumbed down version of this game. Only 3 pawns each, and rules and cards are different. I would not have purchased this version had i known. I even read the description which stated 4 pawns. I havent decided if i will return it yet. But this is super disappointing.","Dumbed down version, unclear description",Style: classicVerified Purchase,3 people found this helpful,28803,491,128,Public
Jeannie,/gp/profile/amzn1.account.AGYS325XK4ZCD7ZBSK6U2IKPEVNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,1.0 out of 5 stars,"I ordered the Sorry game (family favorite) as a gift for grandson.  I did not realize (my fault) that the game is different from  the original.  It has 3 markers per person vs. 4 and rules have changed to make game easier.  It seems more like a Sorry game for juniors now.  Very disappointed.  Would NOT buy again.  I normally check reviews, but did not consider that game would have changed so “knew” I would like it.  Stupid mistake on my part.",Not original game,Style: classicVerified Purchase,2 people found this helpful,2147697,24,63,Public
DeannaJJ32,/gp/profile/amzn1.account.AH5HQBKFDKCS4YNFIRWQEEUB62YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2020",3,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,5.0 out of 5 stars,"I’m pleased with the game. It came with cards, four pawns for each color. Unfolded the board is 17.5 x 17.5 inches, when folded over 8inches close to 9 inches.  I’ve never really played this game so I’m just ready to learn and have some fun while stuck inside the house. I think it could of been a little better quality but overall it’s going to work for my family and I while spending time together. Instructions came in the box....and there’s always youtube if you don’t want to read, lol.",I like my game......,Style: classicVerified Purchase,One person found this helpful,696434,71,41,Public
A&P,/gp/profile/amzn1.account.AGV5ENCGRC63BJE6ZGR6P3OSI3BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2,1.0 out of 5 stars,We ordered this during the holiday sale because our friends had it and we absolutely loved playing it. The deal seemed like a steal too. We finally got round to opening it this week to play and it has no fire and ice tokens or cards! It is the super old version which is super boring!! I wish they would have listed that somewhere. It was a total waste of money as it is quite boring without those 2 tokens. Be warned that it does NOT include those so the cards also dont have any taking all the fun away!Now figuring out how to return :-/,Does not include fire and ice rules :-/,Style: classicVerified Purchase,One person found this helpful,825526,56,69,Public
KaitlynK,/gp/profile/amzn1.account.AFYKABPCEZL4PY2DETX5XRTXGLRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,1.0 out of 5 stars,There are a bunch of rule changes and only has 3 pieces per color.  The older version is much better.,The older version is much better.,Style: classicVerified Purchase,13 people found this helpful,13444787,14,3,Public
baltzkvsp,/gp/profile/amzn1.account.AEPLYBCKBOQPCCGYITPVBXQLDTUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,2.0 out of 5 stars,"If you are familiar at all with the older version of this game, and loved it like our family did, you may not care for this newer version as much.  The older version provided 4 pawns per person, and the play cards used to have more cards with specific direction, rather than just moving the amount of spaces shown on the card.  This new version offers only 3 pawns per player, and as mentioned before, most of the cards only instruct you to move forward.  This version is boring, and less entertaining, it moves too quickly, and overall, is a disappointment.  I still like to concept of the game, but I would recommend that if you can find an older version, to get that one.",Dumbed-down,Style: classicVerified Purchase,2 people found this helpful,62593673,30,2,Public
Chuck @ ASU,/gp/profile/amzn1.account.AF52DT5IGPDYMP7PQV7YUHNQGOOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,3.0 out of 5 stars,"My kids, my grand-kids and I have been playing Sorry for years. I just wanted to get an extra set for my house so the kids didn't have to bring it with when they visit. I was pretty appalled when I found that they knocked the number of plastic pawns down from 4 to three. Wow!!! This must have saved them 1/10 of a penny on every game. Where is the corporate greed going next, or going to end (not likely).",The ultimate in corporate greed and cheapness...,Style: classicVerified Purchase,2 people found this helpful,1013551,100,188,Public
Lisa Lippai,/gp/profile/amzn1.account.AHY5ZL2JAZYUJH55GXUZ6UR2HVCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,3.0 out of 5 stars,"I am giving a 3 star only because the seller sent me out a second game without any problems.  But my problem is that I contacted the seller the first time because the game didn't have any playing pieces.  They so kindly sent out a new game immediately. I never opened it until last night 2 month later, just to discover that this game also has no pieces.  So now I have two of these games without any pieces to move around the board.  Im really stumped on how this is even possible.  All we did at the table while getting ready to play this game was laugh at the issue.  gotta laugh. lol",No pawn pieces,Style: classicVerified Purchase,,3594418,6,25,Public
Cynthia,/gp/profile/amzn1.account.AHY2YQ3Y3QWIWOA6LZC4ICEBWJHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,1.0 out of 5 stars,"My children have enjoyed Sorry! and were due for a new one to replace the one left behind during our vacation. Both the first set Amazon sent and also the replacement set were missing the individual movers, the tokens which are essential to playing the game.",Both Sorry! games missing essential parts,Style: classicVerified Purchase,5 people found this helpful,5092221,41,32,Public
Mary's Little Lamb,/gp/profile/amzn1.account.AEWNMXDOP65TSFMNUYZEDR3Q2O2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,"This is a delightful game, relatively simple for younger players, maybe 6 and up, especially if you're willing to help them the first couple of games and point out what they can take advantage of.  But it's still fun for adults too:  Pacheesi with a few twists like getting to go backwards sometimes.  I love board games and I wish I had more people to play with.",Pacheesi with a twist,Style: classicVerified Purchase,One person found this helpful,352552,,,
RH,/gp/profile/amzn1.account.AFAZQ6UK7Q4LUUVDC2GD5VTISHQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,5.0 out of 5 stars,"When I ordered the game, I thought it was the original. I was confused because I didn't realize that there was a different version created in 2013. This version has only 3 pawns and you do not need a two or one to start the game. I was disappointed at first but decided to keep the game because I feel it would be good for younger ages such as preschoolers. I did order the original though to play with my six year old.",Not original Game!,Style: classicVerified Purchase,One person found this helpful,3344269,13,27,Public
rdadad,/gp/profile/amzn1.account.AHRJBWI5L2DS2FWNKI6DFOYV5I4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,3.0 out of 5 stars,"My children & I have always just loved this game.  I bought it for my son about 12 years & we'd been using the same board, etc all this time.  I decided that we should get a new one to replace the board that was falling apart.  Lo & behold, the new game arrived & needless to say, we were disappointed.  Such poor quality.  Just really flimsy.  Plus, instead of 4 pieces, there are only 3 that you have to get to ""Home"".  It's been dumbed down!We still play it as it's just a fun game, but the kids prefer to use the old board.","Great game, but...",Style: classicVerified Purchase,,673265,52,84,Public
susie b.lem,/gp/profile/amzn1.account.AEQXG4E65FVU2F7P2TIXGCSTMWIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,2.0 out of 5 stars,I really wish I’d thought to read reviews before buying this game. It should mention that it’s changed the whole game up. I will be buying the classic game now because I never dreamed Sorry needed to be revamped for no apparent reason.,Wish I’d read reviews,Style: classicVerified Purchase,2 people found this helpful,1413601,49,32,Public
Deborah Chavez,/gp/profile/amzn1.account.AHAI4KN3HWSFQBDKAG3G3C4TI5QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3,1.0 out of 5 stars,"I wish I had read the reviews on this newer version of the game before buying instead of being so excited about the great price. What a disappointment. It is so stripped down that it is almost not even enjoyable to play. Plus, only 3 pawns? What the heck?",New “updated” version not enjoyable! Find the older version!,Style: classicVerified Purchase,2 people found this helpful,25963806,8,17,Public
Kindle Customer,/gp/profile/amzn1.account.AE66X5WE37YKADYPJZYNGYRW6YQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,4.0 out of 5 stars,"This felt like the sissy version of Sorry! I played as a kid. You have three pawns instead of four, so you already have less of a challenge. Then the cards changed to make the game easier. You used to have to wait for a one or two to get your pawn out of start. Now, almost any card gets your pawns on the board. It's a lot less challenging, and a lot less ruthless. There really isn't much opportunity for ""revenge"" because the game is too easy. I was incredibly disappointed when I played. So much so, I want to buy a better version and turn this one into a drinking game or give it away.",Wimpy version,Style: classicVerified Purchase,,707650,101,123,Public
Phuong,/gp/profile/amzn1.account.AE2W6P24AZ3JORAJSNXXSGJO6CRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,1.0 out of 5 stars,"If you are looking for the cult classic, this is not it. First off, there’s only 3 pawns. I don’t know why they think having an odd number of pieces are OK. Second, visually, it’s an eyesore. The board size got smaller so all the spaces are condensed. And third, the rules changed where you can leave from start with any number rather with a 1 or a 2. Good thing I only paid $5 bucks for this, but I think I’ll be purchasing the original, $22 dollar one soon. I can’t stand this version.",Horrible,Style: classicVerified Purchase,One person found this helpful,17615354,1,11,Public
Me,/gp/profile/amzn1.account.AEE3FEGEZINSK4OATKNMHDANIZZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,1.0 out of 5 stars,"This is NOT your classic Sorry game.  The cards are different. You can get out on any card!  You can move forward 4 spaces with a Sorry card.Mine only came with 3 pawns each.If you need a cheap gift for an enemy, get them this fake Sorry game, otherwise, buy the classic for 3x the price.",Not Classic Sorry- Imposter!,Style: classicVerified Purchase,One person found this helpful,723429,87,54,Public
emperordahc,/gp/profile/amzn1.account.AG6SKLRIVCIZ5X7ZHAVX7YT6BUMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,2.0 out of 5 stars,"TLDR version; if you can get an extra pawn of each color, this version is playable as the classic version. Long version: This is NOT the classic game of Sorry; it is a stripped down children's version, and the packaging fails to show it. It is now only 3 pawns instead of 4, you can leave Home on any movement card (instead of 1 or 2) and the Sorry! card allows you to move 4 as an option to swapping places with another player. We fortunately had an extra set of 4-each pawns from a discarded copy of the game.  There is still the original count of 45 cards; you can just play with classic rules for the cards. Honestly, the components are good quality. If you buy this version, at least round up an extra pawn for each color, and it can be played OK. (Or don't buy it at all!)",Not the real game! Stripped down nonsense!,Style: classicVerified Purchase,,24584601,0,4,Public
M S Brown,/gp/profile/amzn1.account.AGQKIFPW5HEQFCBR3TT2B7LQFYSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2018",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,5.0 out of 5 stars,There is nothing to dislike about sorry.  I bought this game for my older granddaughter who is 9.  With all the technology these days it’s great to have family game night and unplug. We have made it a tradition in our home for years and this helps kids learn about playing fairly and it’s ok to lose sometimes.  No you don’t get a participation trophy in real life and teaching kids basic skills of how to play fairly and winning or loosing in a game is ok and important.,Great game for family game night,Style: classicVerified Purchase,,507118,62,96,Public
Kleinsak,/gp/profile/amzn1.account.AGBQ2RYHCCWNUQZQEAQGEV6AMPQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2019",0,0,https://www.amazon.com/Hasbro-Gaming-Sorry-Family-Board/product-reviews/B0863FPYMB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4,5.0 out of 5 stars,"A little different from the version I grew up playing as a child, instead of 4 pieces per player you only have 3 and some rules have changed slightly to make gameplay a little easier and quicker (no longer have to pull a 1 or I think it was an 11 to get out of start), otherwise we love the game.  As soon as I opened the package our daughter was eager to play a round!","Classic game, worth the fun!",Style: classicVerified Purchase,,36837,334,163,Public
