author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
A. Robbins,/gp/profile/amzn1.account.AEYNSWO3RIR4QPQZDMWWTAZWUBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,Works great for me.,Works great for me.,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,1231482,7,44,Public
Sha,/gp/profile/amzn1.account.AFIOIPV7FUBPYUX7ZAMPPMD7X3IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,Good for learning. Very well made. Worth the money,Nice,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,100371,179,278,Public
Denita A,/gp/profile/amzn1.account.AEOQICT4IMP5VGVRU7FCKTGN6TFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,This is a great gift for an 18 month old. He lives the sounds and music and will learn the words.,Great gift for 18 month old.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,12,127,Public
Denae Addington,/gp/profile/amzn1.account.AHWFANOZAJVNLTO6UVTGSUVGK3LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,4.0 out of 5 stars,My kiddo loves it!!! Her favorite toy!!!,LOVE!!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62588872,40,72,Public
Amber Shaw,/gp/profile/amzn1.account.AFF3HBEY7DEI2BQDIZWCH4G3BRLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,My kids love it. It's very sensitive so my kid had to practice touching gently (he's 2). But him and my baby play with it all the time.,Excellent product,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,2458885,11,28,Public
alana wallace,/gp/profile/amzn1.account.AFXRNVHDO4YYUHYL6IXF3N2Z5ETQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,My son is almost 2 and loves this booklet! It has easy to push buttons and he repeats whatever it says to him. Love that it has spanish and phrases as well!,My son LOVES this!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,3131969,3,20,Public
Cheri,/gp/profile/amzn1.account.AHAMT2SJCVWB2IBGLWYZ4ABP7DOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,My 18 month grandson plays with this book for long periods of time. I love that it teaches multiple languages. It is very durable.,One of my grandson's favorite books.,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,1034387,16,60,Public
Ashley T.,/gp/profile/amzn1.account.AH3WMAMENQYSESOC22WKE5JB36MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews,5.0 out of 5 stars,Very cool technology. Bought two for my twins and don't regret it AT ALL. Definitely has helped my kids learn words. And it's really fun.,"Love, love, love!",Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,16,153,Public
AA,/gp/profile/amzn1.account.AGXULUAFKODLDF6DIFEOLS7R6C2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2020",0,1,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,1.0 out of 5 stars,"Started having issues after a few months, doesn't work half the time.",Poorly designed,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,24889587,76,55,Public
NickyP,/gp/profile/amzn1.account.AGYGO4AA7I7764AESARUDFBRLRQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,Brought this item to give as a gift for two-year-old it's adorable it's perfect,Perfect gift,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,552500,4,29,Public
Miz Santos,/gp/profile/amzn1.account.AEHNVQOVEVCQA44GGP437MZB74AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,My little hirl love it!,♥️,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,18294407,15,52,Public
Angavelar,/gp/profile/amzn1.account.AFW5T22THQNET3OFNQJN6YBA6GWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,It was great for my1.5 year old and he can grow into it. It’s cool that it has Spanish as well as English.,Baby liked,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,809002,0,20,Public
Jewel,/gp/profile/amzn1.account.AHRNFVT73SB73DPZYJHSSIEPT6BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,My granddaughter loves her book,My granddaughter loves,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,8466432,10,51,Public
TERESA SANCHEZ,/gp/profile/amzn1.account.AHY3GGAQ2D5N47WK3BVQ46NA433A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2020",0,1,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,3.0 out of 5 stars,mas somenos el libro tiene los dibujos muy pequeños,mas somenos,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,35315104,3,38,Public
Shanique Belafonte,/gp/profile/amzn1.account.AHIKPRJFWMLUIE7CMDGZ7E2TKHHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,"I love it, I bought it for my niece and I know she’ll love it as well. It’s not too loud, it’s very engaging and entertaining",Great gift idea,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,1197991,48,321,Public
gloria lenoir,/gp/profile/amzn1.account.AFDTFDKT7XLOKJEKVZHYVAG2BLTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,A Christmas gift,Great gift,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,10399745,4,29,Public
Andrew,/gp/profile/amzn1.account.AEA4H5WXHPU3TS5PXWBSCJK5TJWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,"Exceeded my expectations as far as the quality. Sound quality is good, and it's a good size for my soon to be 2 year old.",Good purchase,"Style: Standard PackagingColor: Animals, GreenVerified Purchase",,1754455,0,17,Public
Marcela & Mike,/gp/profile/amzn1.account.AFKMLXPAEOG2T4TXBZUI2SJM7FFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews,5.0 out of 5 stars,I love the spanish version. Very accurate im bilingual and want my baby to learn spanish too,Great!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,4476167,60,186,Public
Vee Madrid,/gp/profile/amzn1.account.AGSAAUYRX4BWP7ONK4HOFMVMKHRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,Got it for my godson. He received a million gift for Christmas but that book is his favorite out of all of them. Great price,Great Christmas gift,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,3397871,3,21,Public
Derrick Moon,/gp/profile/amzn1.account.AGWQRVGWAXCVJCL2UHE5HBBKEMGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2018",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,Our 2 year old likes this book. The speaker is loud and she is able to carry around.,Great book for learning .,Style: Standard PackagingColor: Scout and VioletVerified Purchase,One person found this helpful,78960813,10,46,Public
Marti420,/gp/profile/amzn1.account.AENRUUNYSGX77HXMULJLMOW6W3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,Really easy to use .  Cute pages with lots of sounds .  Great learning tool.  Good price,Leap frog learning book,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,46164703,57,193,Public
J Pav,/gp/profile/amzn1.account.AG2MWLEX4ZZXDKURT6WBEHUATN2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,15 month old comes back to it time and time again.  Our 5 year old sits next to him and likes to use the Spanish feature because he just started learning Spanish in kindergarten,Educational Gift,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,680686,0,16,Public
ID10T,/gp/profile/amzn1.account.AGV4UEBTMNWLYGXEQHG52N5ZGP7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,"My grand daughter really enjoys the product, keeps her attention and is helping her learn.",Great gift for little ones,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,202025,20,38,Public
Ms.Gale,/gp/profile/amzn1.account.AGSWAZFZHCGRAQ6RLBCYF2I2KNGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,My daughter love it she is learning new things everyday,She is 2 and looking this toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,7996412,3,69,Public
LaDonna McCormick,/gp/profile/amzn1.account.AGODU2MX4RYYWB2H5VK4OAYXKRRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,I love this toy so I know my nephew will!,Great learning toy!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,19342464,12,30,Public
Jadae Braun,/gp/profile/amzn1.account.AG7H4ND67GO4E3Q5XRVBLGB2ZYBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,My 1yr niece loved it,Good buy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,10944616,7,89,Public
CCBear,/gp/profile/amzn1.account.AHV7M3CJE2Q52NLVFSG5LXBEGN7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,4.0 out of 5 stars,The Boy that I brought it for loves to sit and play with this toy.  He is almost 2 years old.  I would buy again.,Worth buying!!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,350628,3,27,Public
Heidi Baldwin,/gp/profile/amzn1.account.AEF3EYR3PMHO4QXBHR6EF6HCP2CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews,5.0 out of 5 stars,Bought for my 18 month old. He loves sitting and flipping through the pages. He doesnt care much to press the pictures but he is sure to get the hang of it!,Cute durable word book,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,308424,37,34,Public
cristi,/gp/profile/amzn1.account.AEEPG4JU4JY6VUTR7ELOOKZYV2XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,I bought 2 of these for my niece in Korea and my Grandson for Christmas. Both the same age 18months. It's a great educational activity learning toy. Highly recommend.,Learning Toy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,211470,70,89,Public
Floyd,/gp/profile/amzn1.account.AGLSIA5XBSNONVGUCQZYURC2F6KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,4.0 out of 5 stars,Come in a timely manner and as described by seller. I do actually recommend this product.,Daughter liked it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,202025,262,141,Public
Anthony,/gp/profile/amzn1.account.AHPG5KXTNCSRUIOZGE6XHYHNUYJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,We keep this in the car for our toddler to entertain herself on car rides. It survived being dropped many times. Still running on its first set of batteries four months later.,Great toy for a toddler.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,,4,16,Public
Vanessa O.,/gp/profile/amzn1.account.AF6U2CVI75V64K6LZXK5U37WX7VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 12, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,This is a really great item. Gave it to my 2 year old for her birthday and she loves it.,Good item,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,79013144,5,30,Public
Nicole Vazquez,/gp/profile/amzn1.account.AGO2TE4IACTE6EUMYETXKYVE6NMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this toy ! great learning activity !,Love,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,297324,24,311,Public
Edith W,/gp/profile/amzn1.account.AERTDBBRBRMYXAGNHUUZPAUTXVEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,"My daughter loves this and uses it more now at 2 and a half, great learning gift for tots",Awesome,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,28535902,70,89,Public
Abdullah Furiah Alshammary,/gp/profile/amzn1.account.AGZHEDJK6X7LSWPNYSYPG7FJE6RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,Very learning toy,My son love it,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,9568348,0,11,Public
cristi,/gp/profile/amzn1.account.AEEPG4JU4JY6VUTR7ELOOKZYV2XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,I bought 2 of these for my niece in Korea and my Grandson for Christmas. Both the same age 18months. It's a great educational activity learning toy. Highly recommend,Learning Toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,40716411,0,26,Public
Yolanda smith,/gp/profile/amzn1.account.AE3HOD7FEWALRJPJPSPHWJ2YDA5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,This gift is great for my 1year old granddaughter Aliyah she’s able to say aloud a lot of words like no leave me grandma of course I know she would have a great time with this to and learning device thank you for the individual that made it and was able to allow my granddaughter to enjoy it 😘,Thank you,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,49136342,39,127,Public
Chrislee Moran,/gp/profile/amzn1.account.AHNJSVGATK3B3AXJEFWI56IDQ37Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews,5.0 out of 5 stars,I am the proud Great Grand Mother of 4 great grand children that absolutely love these Leap Frog educational toys.,GG Made a Splash,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,1,31,Public
Kristina Gleason,/gp/profile/amzn1.account.AEPXMVONOL6JOLW2KJCSSZQBWX6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,I got this as a gift for someone after getting one for my son. The kids love it and it's very durable.,Durable and fun,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,19,29,Public
Amazon Customer,/gp/profile/amzn1.account.AEVOBL4PPTLZXTUBZPEWNQY7SLOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,Gave as a gift.  One year old enjoyed.,Great gift for a one year old,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,2306922,6,20,Public
Cynthia Johnson,/gp/profile/amzn1.account.AFNW4XX52IYQQ7UGOIM3MNTAOCCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,4.0 out of 5 stars,My nephew Loved it!  But not my sister I quess its pretty loud :),Great!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,33,Public
James G.,/gp/profile/amzn1.account.AFCQUU3PNNF7MNPDT6QG4DQ3O56A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2019",0,1,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,3.0 out of 5 stars,"Sounds are annoying. Not sure where they came up with the ""sounds"" for the colors, but it doesn't make much sense. Even on the low volume setting it is loud. Product looks cute but looks are deceiving",Looks cute but that's all,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,492944,7,10,Public
PAULETTE WILKINS,/gp/profile/amzn1.account.AFPPXPA2P6IL5LJU4REJORO6RAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,It was a gift. Recipient loved it,Fun For Children,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,1111187,15,144,Public
Shantel,/gp/profile/amzn1.account.AGGWMHYGANWHFWIVHKDN6JNGQ7DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,My 18 month loves it so much that she was sharing it with her 5 year old sister. Now they yell the words to each other on in English one in Spanish. It’s so funny to watch them.,Great tool,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,436174,296,99,Public
Veronica,/gp/profile/amzn1.account.AFL7XDCTYZGM7CMO7TXDSIGSGDPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,Great educational gift.,Very sturdy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,4515188,28,7,Public
The Mrs C,/gp/profile/amzn1.account.AFKXIYSBZN2ZTAFZXBFZ67TKYXLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent toy for toddlers, Grandma approved 100%",Love this toy for toddlers,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,13068369,52,42,Public
Charles,/gp/profile/amzn1.account.AEHIVBXEZ3HAK5UXMSQBGOVFVPXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews,5.0 out of 5 stars,My 2 year old is learning so many new words... it’s also helping my 4 year old with autism🧩💙🧩💙🧩👌🏼 Really recommend it if ur kid needs to learn new words..,Autism friendly.... 💙🧩💙🧩💙🧩,Style: Standard PackagingColor: Learning FriendsVerified Purchase,One person found this helpful,4684514,63,92,Public
