author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
KT,/gp/profile/amzn1.account.AH2H4EQDTG7OV6RVD6PPUDAZTGWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_221?ie=UTF8&pageNumber=221&reviewerType=all_reviews,5.0 out of 5 stars,My toddlers love it! And it’s so sturdy and well made.,Great learning toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,1,7,Public
Temitope Adegbola,/gp/profile/amzn1.account.AHCLZKJ2HU2OKLA4MZ2PVOB7I2DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Love it. It’s very intuitive keeps baby engaged.,Amazing product! Keeps out little one engaged.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,2,Public
JEANS,/gp/profile/amzn1.account.AFSJSY6BNF3ILXMDKGRLABSFBOCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Good for car seat time.,Good for car seat time,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,3,Public
Davie Singh,/gp/profile/amzn1.account.AGUT44RO4BAG5B3MD546PINRDKQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Very educational,Two main languages English and Spanish,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,5,Public
diana,/gp/profile/amzn1.account.AFXVCBGJ6JB6HSEO4WCCI7ASN7QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Muy bonito y muy educativo,"Tamaño y rapidez de entrega, es lo que esperaba",Style: Standard PackagingColor: Learning FriendsVerified Purchase,,15247209,0,10,Public
Kathy,/gp/profile/amzn1.account.AHSGCHFKITL3IDZLCGFPSMUDL2WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,My 16 month old loves it and I do too!,Baby loves it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,1,10,Public
joe,/gp/profile/amzn1.account.AGEMJCGPDGJTSIQPCMPBUTEEAQBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Everything was great,Kids loved it ages 4 and 6,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,10341822,0,2,Public
Cynthia MAHER,/gp/profile/amzn1.account.AF2EY5JIR7VBLZ4FPAAHMC5IZNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for my 2 year old grandson.. he loves it!,Grandson loves it!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,17240118,0,8,Public
Kookie,/gp/profile/amzn1.account.AFHXQ4QXVVLQQRSRLXIHVQUABKRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Like.,Best for kids 1 and older,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,16015926,0,2,Public
Albert H. Bernstein,/gp/profile/amzn1.account.AHK6TY2OAN4QT4T4EQZQTM4E35DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Gift card I had written was not included,Gift card not included,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,,0,1,Public
Jael R Rainbolt,/gp/profile/amzn1.account.AGBK5YZ475A6NIAW7QWBYHMUK47Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews,5.0 out of 5 stars,Awesome,Great,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,8,Public
Bruce T. Kennedy,/gp/profile/amzn1.account.AGOGUWPWDGFKXLMOQZP6SX3GLG6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,5 year old grandson enjoyed this...,Price and quality...,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,31506978,1,3,Public
Sasha LeSure,/gp/profile/amzn1.account.AGOYGUGSP7KFR5SZUABIBGPKBVWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2020",1,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,Looks just as pictured! My 2 year old loves it!!,Great educational toy,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,2,Public
Crystal knox,/gp/profile/amzn1.account.AHX4KLVPFY4PXYPXZOLNT7IAOHOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2019",0,1,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,1.0 out of 5 stars,It did not work,Do not buy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,One person found this helpful,62593673,1,2,Public
Kevin Wood,/gp/profile/amzn1.account.AF3DHIEGRL4MUEL3RUMJSACFLOVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,My niece likes it and I like that it has Spanish!,Educational and fun!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,2,Public
Amazon Customer,/gp/profile/amzn1.account.AFUGV6CUUDYJBZV77HISQOXFGHMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,I love that it’s both Spanish and English,Great learning toy and great price!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,,0,2,Public
Yanicet Garrido,/gp/profile/amzn1.account.AE2WEJTIFSNU2BQKJ77YERUNPKFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,4.0 out of 5 stars,Very good book. My baby love it.,Good gift,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,6,Public
Andrea gerstandt,/gp/profile/amzn1.account.AGIYLSFWGFIY2F4VQ3URFVN6SUKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,My grandson luvs it.  It touches so many beginning words.,Variety of knowledge,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,27649314,0,2,Public
JCastillo,/gp/profile/amzn1.account.AECDEDG76DLAGUDRBOAENW5E5UGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,Nice developmental toy,Toy,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,0,7,Public
Sarah Gable,/gp/profile/amzn1.account.AFWR6MBY2573Q76XRC6GZVRF7BGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,My boys ages almost 3 and 1.5 love this toy! My oldest is learning so much from it!,Great learning toy!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,16800662,1,5,Public
Keith R. Jennings,/gp/profile/amzn1.account.AFGBTAWDJTXEQE425SDKQ4HTSJJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_223?ie=UTF8&pageNumber=223&reviewerType=all_reviews,5.0 out of 5 stars,Love this.  Perfect for my 18 month old!,Great gift!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,1,Public
merry,/gp/profile/amzn1.account.AEVLEBDVDPAGMAJRB72HMQ6XTKYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Baby loves it.,Great product,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,0,11,Public
Karen Woolley,/gp/profile/amzn1.account.AESMDNYVXVTBABMBHYPIMQLTVYRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Great learning book,Needs to make touch not so sensitive,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,11635078,0,5,Public
noel galloway,/gp/profile/amzn1.account.AGCDSFSE2EGFZPIGULBK4UMXW5YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Good !,Good learning tool,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,5,Public
Rogeive Powell,/gp/profile/amzn1.account.AESGVOU7BZBL26D2QQBBP5EO7CIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Quality toy,Quality,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,14837625,0,5,Public
Briana Gantt,/gp/profile/amzn1.account.AFAQM36BJJHYJT7G2RBIFPVQGT3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 4, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Great,Love it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,6,Public
tatt2wizard,/gp/profile/amzn1.account.AFHKGYKQNWS3KD2OJKFCVQSAFGTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,👍🏻,👍🏻,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,41623520,0,5,Public
Rhen,/gp/profile/amzn1.account.AEK7CYUECUB6KLBZVHLLY5V5HPIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2018",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Well built and my kids love it!,Awesome!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,78431159,0,10,Public
Lidia,/gp/profile/amzn1.account.AFV7NEVZO3WZIRVYKQPHP2IDDNOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,Es muy entretenido,Excelente,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,0,2,Public
giorgi,/gp/profile/amzn1.account.AFAF5P4QBVZDEZU5YCIVF2P2XPZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,5.0 out of 5 stars,great quality !,amazing toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,10784458,0,2,Public
brittany,/gp/profile/amzn1.account.AFJJ4GXVDT574QPMECNDQAD34MUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews,4.0 out of 5 stars,I like this item a lot my 3 year old has learned so much . Worth the value.,Great product,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,62593673,0,1,Public
Flora Sánchez,/gp/profile/amzn1.account.AFEEA2PW62HNQFCNFBHKOH2Z6VOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,Me encanto este juguete educativo . Mi hijo no lo ha dejado de usar.,Muy educativo!!!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,8450281,0,5,Public
Pedro L Gordillo,/gp/profile/amzn1.account.AFZOGZNEZ2CLIU4IFPFGMJJNWQLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,It's perfect. My 3yr old daughter loves it. Thank you,Fast shipping!!,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,23213186,0,1,Public
JENNA DUVALL,/gp/profile/amzn1.account.AFIN2SON7UAQYCI3EQHSQGRW2XKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,Very good for my 3 year old,"Durable, fun, and interactive",Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,24199952,0,3,Public
Candy,/gp/profile/amzn1.account.AGPPZ6X55FHVPV5ABRZIP7MFZKLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 29, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves it,Great kids toy,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,9,Public
Omar R Jefferson,/gp/profile/amzn1.account.AGJSRRVKTYKEASHOON25VQP5LAAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,4.0 out of 5 stars,Worth it,Worth it,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,12812700,0,6,Public
Ron thomas,/gp/profile/amzn1.account.AE6Q2AVDYXVM4FQK73UP3VDHZ4JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,Great item.,Order again.,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,26946717,0,4,Public
yoda,/gp/profile/amzn1.account.AG2WILEINBS7GU4EM2RCLD43GKLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,My granddaughter loves it,Great learning tool for kids,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,40178664,0,3,Public
ANGELA,/gp/profile/amzn1.account.AGUWFZ6ONXBMBD2KOBS3JLSKOBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,4.0 out of 5 stars,Pra enseñar sonidos,Didáctico,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,16119979,0,7,Public
Brooke78,/gp/profile/amzn1.account.AFKSE5UD6ZWP6U4EGDZ7ENMGB5VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,Awesome electronic touchpad book!,It’s a hit!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,3,Public
Amazon Customer,/gp/profile/amzn1.account.AH3WEUXNGDDE56VSYARCTNMDL3SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves it!,Great gift,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,9076653,0,4,Public
LBarron,/gp/profile/amzn1.account.AFB7PYLFHOWUYEU4VCISISMQTX5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for my 20 month old grandson .,😀,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,,0,8,Public
ita,/gp/profile/amzn1.account.AFQQ53BKO6TVUDFHFJJBSFBVDCSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves it!,"Love, love",Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,62593673,0,5,Public
Diana Piedrahita,/gp/profile/amzn1.account.AGJGX425IK6Z7UH5ZFZTF4UCPRTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,"Me encanto el libro, ideal para niñas q apenas están reconociendo sonidos y nombres de las cosas",Super,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,41960805,0,1,Public
Shawn Sexson,/gp/profile/amzn1.account.AFLQUJQRNRF5ZTVWFZNOR3GT73SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,Awesome product!,Great for toddlers!,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,10516826,0,4,Public
Nicole,/gp/profile/amzn1.account.AGRQN3B7WSSKANNEK2ECKHUSQGGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,4.0 out of 5 stars,No dislikes,It's bilingual,Style: Frustration Free PackagingColor: Learning FriendsVerified Purchase,,,0,4,Public
TRuss51,/gp/profile/amzn1.account.AE3XP4UAXHIVVQXZYDO4GG2CWKFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,It was a gift.,Pleased that the gift arrived,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,15558203,0,4,Public
Jaclyn Ward,/gp/profile/amzn1.account.AGRT4KV5RRMGU534QOROFKGR33AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,Cute toy! My one year old loves it.,Easy to use!,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,62593673,0,6,Public
Lana ransom,/gp/profile/amzn1.account.AH6BBEV4WVSWBMAFBRZ7YO2XL6TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2020",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,Loved it,Gift,Style: Standard PackagingColor: Learning FriendsVerified Purchase,,24202273,1,3,Public
carlos perez,/gp/profile/amzn1.account.AFHQ67XHW3WH2SEATTRSLHYNV5NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/LeapFrog-Animals-Book-Frustration-Packaging/product-reviews/B085KTB1WY/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews,5.0 out of 5 stars,Bueno y didáctico,Practico,Style: Standard PackagingColor: Scout and VioletVerified Purchase,,27546248,0,3,Public
